DTO Object,Field Name,Type,Requirement,Page,Component,Section Title,Data Source
CrossSellOpportunity,propensity,enum (High|Medium|Low),Required,Hub - Cross-Sell,c360CrossSellTable,Open cross-sell opportunities,
CrossSellOpportunity,propensityClass,string,Optional,Hub - Cross-Sell,c360CrossSellTable,Open cross-sell opportunities,
CrossSellOpportunity,uplift,Money|string,Required,Hub - Cross-Sell,c360CrossSellTable,Open cross-sell opportunities,
CrossSellOpportunity,driver,string,Required,Hub - Cross-Sell,c360CrossSellTable,Open cross-sell opportunities,
CHURN_ROWS,(collection),ChurnRiskRow[],Required,Hub - Churn,c360ChurnTable,Accounts by churn risk,
ChurnRiskRow,accountId,Id,Required (prod),Hub - Churn,c360ChurnTable,Accounts by churn risk,
ChurnRiskRow,account,string,Required,Hub - Churn,c360ChurnTable,Accounts by churn risk,
ChurnRiskRow,risk,enum (High|Medium|Low),Required,Hub - Churn,c360ChurnTable,Accounts by churn risk,
ChurnRiskRow,riskClass,string,Optional,Hub - Churn,c360ChurnTable,Accounts by churn risk,
ChurnRiskRow,txnChange,string,Required,Hub - Churn,c360ChurnTable,Accounts by churn risk,
ChurnRiskRow,driver,string,Required,Hub - Churn,c360ChurnTable,Accounts by churn risk,
ChurnRiskRow,churnScore,decimal,Optional,Hub - Churn,c360ChurnTable,Accounts by churn risk,
AccountSpotlight,recordId,Id,Required,Account Record Page,c360Account,Account highlight,
AccountSpotlight,prefetchedData,object,Optional,Account Record Page,c360Account,Account highlight,
AccountSpotlight,sourceView,enum (accounts|churn|crosssell),Optional,Account Record Page,c360Account,Account highlight,
AccountDetailInput,account,Account,Required,Account Record Page,c360AccountDetail,Account 360,
AccountDetailInput,sourceView,enum (accounts|churn|crosssell),Optional,Account Record Page,c360AccountDetail,Account 360,
ACCOUNT_DETAIL,(collection),object map,Required,Account Record Page,c360AccountDetail,Account 360,
AccountDetail,accountId,string,Required,Account Record Page,c360AccountDetail,Account highlight,
AccountDetail,merchantCount,integer,Required,Account Record Page,c360AccountDetail,Account highlight,
AccountDetail,market,string,Required,Account Record Page,c360AccountDetail,Account highlight,
AccountDetail,churnScore,number,Required,Account Record Page - Churn tab,c360AccountDetail,Churn score & transaction trends,
AccountDetail,churnScorePct,string,Required,Account Record Page - Churn tab,c360AccountDetail,Churn score & transaction trends,
AccountDetail,txnTrend1m,string,Optional (not rendered),Account Record Page - Churn tab,c360AccountDetail,Churn score & transaction trends,
AccountDetail,txnTrend3m,string,Required,Account Record Page - Churn tab,c360AccountDetail,Churn score & transaction trends,
AccountDetail,txnTrend6m,string,Required,Account Record Page - Churn tab,c360AccountDetail,Churn score & transaction trends,
AccountDetail,positiveDrivers,DriverRow[],Required,Account Record Page - Churn tab,c360AccountDetail,Account-level drivers,
AccountDetail,negativeDrivers,DriverRow[],Required,Account Record Page - Churn tab,c360AccountDetail,Account-level drivers,
AccountDetail,driverDrilldown,object map,Required,Account Record Page - Churn tab,c360AccountDetail,Account-level drivers,
AccountDetail,mids,MidRow[],Required,Account Record Page - Churn tab,c360AccountDetail,Account-level drivers,
AccountDetail,crossSell,CrossSellDetail,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Revenue Boost cross-sell deep-dive,
DriverRow,name,string,Required,Account Record Page - Churn tab,c360AccountDetail,Account-level drivers,
DriverRow,value,string,Required,Account Record Page - Churn tab,c360AccountDetail,Account-level drivers,
DrilldownRow,id,string (seed: humanCustomerId),Required,Account Record Page - Churn tab,c360AccountDetail,Mid-level drivers,
DrilldownRow,value,string (seed: driver metric),Required,Account Record Page - Churn tab,c360AccountDetail,Mid-level drivers,
MidRow,id,string,Required,Account Record Page - Churn tab,c360AccountDetail,Account-level drivers,
MidRow,name,string,Required,Account Record Page - Churn tab,c360AccountDetail,Account-level drivers,
MidRow,negName,string,Required,Account Record Page - Churn tab,c360AccountDetail,Account-level drivers,
MidRow,negValue,string,Required,Account Record Page - Churn tab,c360AccountDetail,Account-level drivers,
MidRow,posName,string,Required,Account Record Page - Churn tab,c360AccountDetail,Account-level drivers,
MidRow,posValue,string,Required,Account Record Page - Churn tab,c360AccountDetail,Account-level drivers,
CrossSellDetail,likelihoodToAcquire,enum,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Net benefit to merchant,
CrossSellDetail,peerSegmentId,string,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Account environment declines,
CrossSellDetail,summary,CrossSellSummary,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Revenue Boost cross-sell deep-dive,
CrossSellDetail,schemeInterchangeBenefit,number,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Net benefit to merchant,
CrossSellDetail,declineCodes,DeclineCode[],Required,Account Record Page - Cross-sell tab,c360AccountDetail,Count & value of declines,
CrossSellSummary,netBenefit,number,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Net benefit to merchant,
CrossSellSummary,grossUplift,number,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Net benefit to merchant,
CrossSellSummary,inScopeTransactions,integer,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Net benefit to merchant,
CrossSellSummary,declineCodeList,string,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Net benefit to merchant,
CrossSellSummary,merchantApprovalRate,string,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Account environment declines,
CrossSellSummary,peerApprovalRate,string,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Account environment declines,
CrossSellSummary,merchantVsPeer,string,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Account environment declines,
CrossSellSummary,recoverableSplitMerchant,string,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Count & value of declines,
CrossSellSummary,recoverableSplitPeer,string,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Count & value of declines,
CrossSellSummary,valueOfDeclines,string,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Count & value of declines,
CrossSellSummary,countDeclines,string,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Count & value of declines,
CrossSellSummary,cost,number,Optional,Account Record Page - Cross-sell tab,c360AccountDetail,Net benefit to merchant,
CrossSellSummary,tokenisationImpact,number,Optional,Account Record Page - Cross-sell tab,c360AccountDetail,Net benefit to merchant,
CrossSellSummary,inScopeVolume,number,Optional,Account Record Page - Cross-sell tab,c360AccountDetail,Net benefit to merchant,
DeclineCode,code,string,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Count & value of declines,
DeclineCode,name,string,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Count & value of declines,
DeclineCode,volume,string,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Count & value of declines,
DeclineCode,count,string,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Count & value of declines,
DeclineCode,countNum,integer,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Count & value of declines,
DeclineCode,color,string,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Count & value of declines,
DeclineCode,shareMerchant,string,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Count & value of declines,
DeclineCode,sharePeer,string,Optional,Account Record Page - Cross-sell tab,c360AccountDetail,Count & value of declines,
DeclineCode,curable,enum (Y|N),Required,Account Record Page - Cross-sell tab,c360AccountDetail,Count & value of declines,
DeclineCode,curePct,string,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Count & value of declines,
DeclineCode,eligible,string,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Count & value of declines,
DeclineCode,recoveredRevenue,string,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Count & value of declines,
BASE_PRICE_PER_TXN,(constant),number,Required,Account Record Page - Cross-sell tab,c360AccountDetail,Revenue Boost assumptions (sliders),
DECLINE_CHART_COLORS,(constant),string[],Optional,Account Record Page - Cross-sell tab,c360AccountDetail,Count & value of declines,
DashboardState,activeView,enum,Required,Hub - Shared,c360Dashboard,App shell & navigation,
DashboardState,selectedAlertId,string,Required,Hub - Alert Detail,c360Dashboard,App shell & navigation,
DashboardState,selectedAccount,Account,Required,Hub - Account inline,c360Dashboard,App shell & navigation,
DashboardState,accountSourceView,enum (accounts|churn|crosssell),Required,Hub - Account inline,c360Dashboard,App shell & navigation,
DashboardState,accountSubTab,enum (ch|cx),Required,Hub - Account inline,c360Dashboard,App shell & navigation,
DashboardState,signals,Signal[],Required,Hub - Overview,c360Dashboard,App shell & navigation,
DashboardState,alertStatusFilter,string,Required,Hub - Alert Centre,c360Dashboard,App shell & navigation,

--- Deprecated ---,,,,,,,
Signal,pathway,string,Deprecated,Hub - Overview (v5 removed),c360SignalList,My signals,
Signal,isOpen,boolean,Deprecated,Hub - Overview (v5 removed),c360SignalList,My signals,
Alert,threshold,decimal,Deprecated,Hub - Alert Centre (v5 removed),c360AlertCentre,Active alerts,
Alert,rmTask,string,Deprecated,Hub - Alert Centre (v5 removed),c360AlertCentre,Active alerts,
ChurnRiskRow,pathway,string,Deprecated,Hub - Churn (v5 removed),c360ChurnTable,Accounts by churn risk,
AccountDetail,authRate,string,Deprecated,Account Record Page - Overview tab (v5 removed),c360AccountDetail,Account 360,
CrossSellDetail,slices,SliceRow[],Deprecated,Account Record Page - Cross-sell tab (v5 removed),c360AccountDetail,Revenue Boost cross-sell deep-dive,
CrossSellDetail,productDrivers,ProductDriver[],Deprecated,Account Record Page - Cross-sell tab (v5 removed),c360AccountDetail,Revenue Boost cross-sell deep-dive,
PipelineBar,name,FraudSight,Deprecated,Hub - Overview (v5 removed),c360PortfolioHealth,Portfolio health — cross-sell pipeline,
PATHWAYS,(collection),Pathway[],Deprecated,Hub - Pathways (removed),c360PathwaysTable,In-progress pathways,
Pathway,id,string,Deprecated,Hub - Pathways (removed),c360PathwaysTable,In-progress pathways,
Pathway,account,string,Deprecated,Hub - Pathways (removed),c360PathwaysTable,In-progress pathways,
Pathway,name,string,Deprecated,Hub - Pathways (removed),c360PathwaysTable,In-progress pathways,
Pathway,stage,string,Deprecated,Hub - Pathways (removed),c360PathwaysTable,In-progress pathways,
Pathway,owner,string,Deprecated,Hub - Pathways (removed),c360PathwaysTable,In-progress pathways,
Pathway,date,date|string,Deprecated,Hub - Pathways (removed),c360PathwaysTable,In-progress pathways,
Pathway,status,enum,Deprecated,Hub - Pathways (removed),c360PathwaysTable,In-progress pathways,
Pathway,scope,enum (me|team),Deprecated,Hub - Pathways (removed),c360PathwaysTable,In-progress pathways,
ExportRequest,accountId,Id,Deprecated,Hub (removed),c360ExportModal,Export modal,
ExportRequest,artefacts,string[],Deprecated,Hub (removed),c360ExportModal,Export modal,
ExportModal,accountName,string,Deprecated,Hub (removed),c360ExportModal,Export modal,
SliceRow,credential,string,Deprecated,Account Record Page - Cross-sell tab (v5 removed),c360AccountDetail,Account 360,
SliceRow,channel,string,Deprecated,Account Record Page - Cross-sell tab (v5 removed),c360AccountDetail,Account 360,
SliceRow,scheme,string,Deprecated,Account Record Page - Cross-sell tab (v5 removed),c360AccountDetail,Account 360,
SliceRow,market,string,Deprecated,Account Record Page - Cross-sell tab (v5 removed),c360AccountDetail,Account 360,
SliceRow,volume,string,Deprecated,Account Record Page - Cross-sell tab (v5 removed),c360AccountDetail,Account 360,
SliceRow,transactions,string,Deprecated,Account Record Page - Cross-sell tab (v5 removed),c360AccountDetail,Account 360,
SliceRow,approval,string,Deprecated,Account Record Page - Cross-sell tab (v5 removed),c360AccountDetail,Account 360,
SliceRow,recMerchant,string,Deprecated,Account Record Page - Cross-sell tab (v5 removed),c360AccountDetail,Account 360,
SliceRow,peerApproval,string,Deprecated,Account Record Page - Cross-sell tab (v5 removed),c360AccountDetail,Account 360,
SliceRow,recPeer,string,Deprecated,Account Record Page - Cross-sell tab (v5 removed),c360AccountDetail,Account 360,
DrilldownRow,humanCustomerId,string,Deprecated,Account Record Page - Churn tab (pre-normalisation),c360AccountDetail,Mid-level drivers,
DrilldownRow,authRateAvg6m,string,Deprecated,Account Record Page - Churn tab (pre-normalisation),c360AccountDetail,Mid-level drivers,
AccountDetail,chargebacks,string,Deprecated,Account Record Page - Overview tab (v5 removed),c360AccountDetail,Account 360,
AccountDetail,servicing,string,Deprecated,Account Record Page - Overview tab (v5 removed),c360AccountDetail,Account 360,
AccountDetail,volumeTrend,string,Deprecated,Account Record Page - Overview tab (v5 removed),c360AccountDetail,Account 360,
AccountDetail,volumeTrendNote,string,Deprecated,Account Record Page - Overview tab (v5 removed),c360AccountDetail,Account 360,
AccountDetail,authTrend,string,Deprecated,Account Record Page - Overview tab (v5 removed),c360AccountDetail,Account 360,
AccountDetail,cbTrend,string,Deprecated,Account Record Page - Overview tab (v5 removed),c360AccountDetail,Account 360,
AccountDetail,servicingNote,string,Deprecated,Account Record Page - Overview tab (v5 removed),c360AccountDetail,Account 360,
Account,pathways,integer,Deprecated,Hub - Overview (v5 removed),c360AccountsTable,My accounts,
Pathway,statusClass,string,Deprecated,Hub - Pathways (removed),c360PathwaysTable,In-progress pathways,
